"Date/Time Opened"	"Case Number"	"Account Name"	"SIS (Student Information System)"	"CE Functional Area"	"CE Category"	"Subject"	"Case Date/Time Last Modified"	"Date/Time Grabbed"	"Date/Time Closed"	"Case Owner"	"Status"
"6/8/2021 6:20 PM"	4919020	"Livermore Valley Joint Unified School District"	"PowerSchool"			"Teacher has only 1st trimester student contacts in roster"	"6/20/2021 11:48 AM"	"6/9/2021 8:13 AM"	"6/20/2021 11:48 AM"	"Nicolas Pantazis"	"Closed"
"3/10/2021 9:51 AM"	4864366	"Dinuba Unified School District"	"PowerSchool-API"			"Plugin Optimization"	"3/19/2021 11:33 AM"	"3/10/2021 9:50 AM"	"3/19/2021 11:32 AM"	"Nicolas Pantazis"	"Closed"
"3/17/2021 2:05 PM"	4869600	"Brunswick County School District"	"PowerSchool-API"			"Powesrschool plugin is encountering a call stack runtime error making it unable to query and transfer file"	"4/30/2021 1:33 PM"	"3/17/2021 2:05 PM"	"3/31/2021 1:24 PM"	"Nicolas Pantazis"	"Closed"
"3/17/2021 11:54 AM"	4869480	"Craven Co School District"	"PowerSchool-API"			"parent account not being queried and transferred from Powerschool"	"3/27/2021 4:17 PM"	"3/17/2021 11:54 AM"	"3/27/2021 4:17 PM"	"Nicolas Pantazis"	"Closed"
"9/4/2020 10:08 AM"	4713935	"Johnston Cmty School District"	"Infinite Campus"	"Mass Comm | Data Request"	"DataLink"	"DataLink update"	"10/29/2020 11:29 PM"	"9/4/2020 10:38 AM"	"9/15/2020 4:22 PM"	"Nicolas Pantazis"	"Closed"
"9/10/2020 4:54 PM"	4720448	"San Marcos Cons Ind Sch Dist"	"eSchoolPLUS"	"Mass Comm | Data Problem"	"DataLink"	"SCP error transferring files"	"11/3/2020 9:50 AM"	"9/11/2020 7:42 AM"	"9/11/2020 3:49 PM"	"Nicolas Pantazis"	"Closed"
"9/17/2020 10:46 AM"	4728685	"Rock Hill School District"	"PowerSchool"	"Mass Comm | Data Request"	"Transportation"	"Automated Bus Groups"	"11/3/2020 10:25 AM"	"9/17/2020 12:39 PM"	"9/18/2020 11:31 AM"	"Nicolas Pantazis"	"Closed"
"9/18/2020 11:25 AM"	4730189	"Angleton Ind School District"	"Skyward"	"Mass Comm | Data Question/Training"	"Attendance"	"Update Attendance calls"	"11/3/2020 10:06 AM"	"9/18/2020 11:33 AM"	"9/25/2020 8:11 AM"	"Nicolas Pantazis"	"Closed"
"9/21/2020 10:18 AM"	4731781	"Masconomet Regional School District"	"PowerSchool-API"	"Mass Comm | Data Question/Training"	"Accounts"	"Integration"	"11/3/2020 10:07 AM"	"9/21/2020 12:04 PM"	"9/29/2020 3:36 PM"	"Nicolas Pantazis"	"Closed"
"9/23/2020 9:02 AM"	4734604	"Henderson Co School District"	"Infinite Campus"	"Mass Comm | Data Problem"	"Accounts"	"old students showing up"	"1/23/2021 8:02 AM"	"9/23/2020 10:13 AM"	"12/24/2020 7:53 AM"	"Nicolas Pantazis"	"Closed"
"10/1/2020 12:01 PM"	4743719	"West York Area School District"	"Sapphire"	"Mass Comm | Data Request"	"Accounts"	"Report to populate student homeroom field"	"11/3/2020 10:24 AM"	"10/1/2020 1:15 PM"	"10/8/2020 3:30 PM"	"Nicolas Pantazis"	"Closed"
"10/2/2020 1:09 PM"	4745072	"Acton Agua Dulce Unif Sch Dist"	"Aeries"	"Mass Comm | Data Problem"	"Grades/Assignments"	"Students listed under incorrect class"	"11/3/2020 9:49 AM"	"10/2/2020 1:09 PM"	"10/15/2020 12:02 PM"	"Nicolas Pantazis"	"Closed"
"10/2/2020 1:07 PM"	4745070	"The School Board of Hillsborough County-FL"	"Other"	"Mass Comm | Data Problem"	"Accounts"	"Student Contact Information Is Being Removed"	"11/13/2020 12:17 PM"	"10/2/2020 1:07 PM"	"10/14/2020 1:11 PM"	"Nicolas Pantazis"	"Closed"
"10/6/2020 4:51 PM"	4748476	"Hopkins School District 270"	"Infinite Campus"	"Mass Comm | Data Request"	"Accounts"	"Can we add a new group using new data"	"11/3/2020 10:24 AM"	"10/7/2020 10:12 AM"	"10/14/2020 9:50 AM"	"Nicolas Pantazis"	"Closed"
"10/13/2020 11:28 AM"	4754569	"Johnston Cmty School District"	"Infinite Campus"	"Mass Comm | Data Problem"	"Accounts"	"Class Groups Not Populating"	"11/29/2020 3:17 PM"	"10/13/2020 11:28 AM"	"10/30/2020 4:06 PM"	"Nicolas Pantazis"	"Closed"
"10/15/2020 3:59 PM"	4757776	"Paso Robles Joint Unified Sd"	"Aeries"	"Mass Comm | Data Request"	"DataLink"	"Staff BaseRoleID Mapping"	"11/3/2020 10:24 AM"	"10/16/2020 9:08 AM"	"10/30/2020 9:02 AM"	"Nicolas Pantazis"	"Closed"
"10/20/2020 9:24 AM"	4760650	"Johnston County School District"	"PowerSchool-API"	"Mass Comm | Data Request"	"Attendance"	"New Attendance Calls"	"4/14/2021 1:32 PM"	"10/20/2020 10:13 AM"	"3/15/2021 1:26 PM"	"Nicolas Pantazis"	"Closed"
"10/21/2020 10:57 AM"	4762130	"Manhasset Union Free School District"	"eSchoolData"	"Mass Comm | Data Problem"	"Attendance"	"Attendance Calling system not 100% accurate"	"3/3/2021 1:17 PM"	"10/21/2020 11:07 AM"	"3/3/2021 1:17 PM"	"Nicolas Pantazis"	"Closed"
"10/21/2020 10:36 AM"	4762097	"Lee Co School District"	"PowerSchool"	"Mass Comm | Data Question/Training"	"DataLink"	"Powerschool Datalink Server Move"	"11/25/2020 7:47 AM"	"10/21/2020 11:03 AM"	"10/26/2020 8:40 AM"	"Nicolas Pantazis"	"Closed"
"10/20/2020 2:55 PM"	4761265	"Alief Independent School District"	"eSchoolPLUS"	"Mass Comm | Data Question/Training"	"Attendance"	"absent call outs"	"5/16/2021 10:02 AM"	"10/21/2020 8:19 AM"	"4/16/2021 9:55 AM"	"Nicolas Pantazis"	"Closed"
"10/22/2020 12:57 PM"	4763476	"East Stroudsburg Area SD"	"Sapphire"	"Mass Comm | Data Question/Training"	"Accounts"	"WinSCP"	"11/3/2020 10:05 AM"	"10/22/2020 12:57 PM"	"10/31/2020 2:32 PM"	"Nicolas Pantazis"	"Closed"
"6/4/2021 2:40 PM"	4916766	"Orange County School District"	"PowerSchool"			"Missing Parent Accounts"	"6/17/2021 4:33 PM"	"6/4/2021 2:40 PM"	"6/17/2021 4:32 PM"	"Nicolas Pantazis"	"Closed"
"6/8/2021 9:53 AM"	4918389	"Scurry Rosser Ind Sch District"	"TxEIS"			"New Utility Server IP Address"	"6/28/2021 2:32 PM"	"6/8/2021 11:45 AM"		"Nicolas Pantazis"	"Needs Attention"
"3/19/2021 4:37 PM"	4871265	"Newton-Conover City Sch Dist"	"PowerSchool-API"			"Email Address for Parents Are Not Syncing From PowerSchool to Blackboard for Discovery HS"	"5/12/2021 9:43 AM"	"3/19/2021 6:09 PM"		"Nicolas Pantazis"	"On Hold"
"6/16/2021 10:18 AM"	4923743	"Alief Independent School District"	"eSchoolPLUS"			"Alief ISD's App - ESP Upgrade & HAC"	"6/29/2021 1:20 PM"	"6/16/2021 10:59 AM"		"Nicolas Pantazis"	"Pending User"
"6/17/2021 3:58 PM"	4925030	"Katy Independent School District"	"eSchoolPLUS"			"Role integration for Principals and Campus Admin"	"6/28/2021 2:26 PM"	"6/17/2021 4:10 PM"		"Nicolas Pantazis"	"Pending User"
"6/11/2021 7:38 AM"	4921081	"Loudoun County Public Schools"	"Other"			"RE: [EXTERNAL] Failure in data import ""Demographics"" for Loudoun County Public Schools"	"6/16/2021 10:12 AM"	"6/11/2021 8:20 AM"	"6/15/2021 1:27 PM"	"Nicolas Pantazis"	"Solution Suggested"
"1/20/2021 7:02 PM"	4827591	"Craven Co School District"	"PowerSchool-API"			"Update requested from PowerSchool to Blackboard"	"6/16/2021 3:15 PM"	"1/21/2021 8:21 AM"	"6/16/2021 3:14 PM"	"Nicolas Pantazis"	"Solution Suggested"
"6/23/2021 3:29 PM"	4928409	"Craven Co School District"	"PowerSchool-API"			"Add SMS for new contacts table"	"6/28/2021 1:40 PM"	"6/23/2021 3:29 PM"	"6/28/2021 1:40 PM"	"Nicolas Pantazis"	"Solution Suggested"
"6/3/2021 6:13 PM"	4916175	"Livermore Valley Joint Unified School District"	"PowerSchool"			"PowerSchool roll over and upgrade questions"	"6/16/2021 3:15 PM"	"6/4/2021 8:35 AM"	"6/16/2021 3:15 PM"	"Nicolas Pantazis"	"Solution Suggested"
"6/10/2021 11:55 AM"	4920437	"Pasadena USD"	"Aeries"			"Fwd: Data discrepancy"	"6/15/2021 5:22 PM"	"6/10/2021 12:07 PM"	"6/15/2021 5:22 PM"	"Nicolas Pantazis"	"Solution Suggested"
"6/17/2021 12:50 PM"	4924829	"Livermore Valley Joint Unified School District"	"PowerSchool"			"Set Up LVJUSD Summer Schools"	"6/29/2021 10:44 AM"	"6/17/2021 1:43 PM"	"6/29/2021 10:44 AM"	"Nicolas Pantazis"	"Solution Suggested"
"3/18/2021 12:08 PM"	4870249	"Roanoke City Public Schools"	"Synergy"			"Roanoke City Public Schools - Need Assistance with SQL Uploads"	"3/25/2021 1:04 PM"	"3/18/2021 12:48 PM"	"3/25/2021 1:04 PM"	"Raul Sosa"	"Closed"
"3/22/2021 12:09 PM"	4871898	"Liberty School District 53"	"PowerSchool"			"Database connection question"	"4/30/2021 2:40 PM"	"3/22/2021 12:17 PM"	"4/30/2021 2:40 PM"	"Raul Sosa"	"Closed"
"3/23/2021 3:36 PM"	4873189	"Ferguson Florissant School District"	"Tyler SIS"			"Clear Versatrans info"	"4/26/2021 9:48 AM"	"3/23/2021 3:40 PM"	"3/25/2021 3:05 PM"	"Raul Sosa"	"Closed"
"1/6/2021 12:36 PM"	4817437	"Valley Christian Schools"	"PowerSchool-API"			"Sync Contacts"	"3/21/2021 10:17 AM"	"1/6/2021 1:18 PM"	"3/21/2021 10:17 AM"	"Raul Sosa"	"Closed"
"1/12/2021 5:38 PM"	4821645	"Oak Park School District"	"Other"			"import run request"	"2/28/2021 1:47 PM"	"1/12/2021 5:38 PM"	"1/29/2021 1:42 PM"	"Raul Sosa"	"Closed"
"1/12/2021 12:59 PM"	4821245	"Los Angeles Unified School District"	"Other"			"No Students in Teacher Communications"	"2/12/2021 10:39 AM"	"1/12/2021 1:32 PM"	"1/13/2021 10:27 AM"	"Raul Sosa"	"Closed"
"1/15/2021 12:40 PM"	4824221	"Uplift Education"	"PowerSchool"			"Create new query/attendance"	"3/3/2021 2:03 PM"	"1/15/2021 12:40 PM"	"2/1/2021 1:57 PM"	"Raul Sosa"	"Closed"
"1/19/2021 9:47 AM"	4825685	"Bastrop Ind School District"	"Skyward"			"Attendance not running"	"1/28/2021 3:36 PM"	"1/19/2021 9:46 AM"	"1/28/2021 3:34 PM"	"Raul Sosa"	"Closed"
"1/20/2021 5:19 PM"	4827536	"Aubrey Ind School District"	"TXEIS (TX)"			"Missing Classes"	"4/28/2021 1:32 PM"	"1/20/2021 5:19 PM"	"3/29/2021 1:25 PM"	"Raul Sosa"	"Closed"
"1/25/2021 10:49 AM"	4830351	"Groveport Madison Local Sd"	"Other"			"Versatrans data source file not updating"	"2/19/2021 2:33 PM"	"1/25/2021 10:49 AM"	"2/19/2021 2:32 PM"	"Raul Sosa"	"Closed"
"1/27/2021 3:34 PM"	4832945	"Council Rock School District"	"eSchoolPlus-API"			"Council Rock Data files not working"	"3/10/2021 12:32 PM"	"1/27/2021 4:53 PM"	"2/8/2021 12:26 PM"	"Raul Sosa"	"Closed"
"1/27/2021 6:04 PM"	4833115	"Medford School District 549C"	"Other"			"Team Setup"	"2/17/2021 1:03 PM"	"1/28/2021 9:19 AM"	"2/17/2021 1:02 PM"	"Raul Sosa"	"Closed"
"2/1/2021 11:25 AM"	4835957	"Woodstock Academy"	"PowerSchool-API"			"student contact in not being queried from Powerschool"	"2/11/2021 10:47 AM"	"2/1/2021 11:25 AM"	"2/11/2021 10:47 AM"	"Raul Sosa"	"Closed"
"2/2/2021 10:08 AM"	4836971	"Mchenry Cmty Cons Sch Dist 15"	"Skyward"			"Students on Export not showing up in Blackboard"	"2/23/2021 9:54 AM"	"2/2/2021 10:28 AM"	"2/4/2021 12:50 PM"	"Raul Sosa"	"Closed"
"2/3/2021 5:14 AM"	4837937	"Lorain City School District"	"PowerSchool-API"			"PowerSchool Data Not Syncing - Missing Parent Accounts"	"2/27/2021 10:49 AM"	"2/3/2021 8:16 AM"	"2/26/2021 3:50 PM"	"Raul Sosa"	"Closed"
"2/3/2021 11:22 AM"	4838223	"Conway School District"	"Other"			"Add SMS field in Staff field"	"3/7/2021 4:03 PM"	"2/3/2021 12:34 PM"	"2/5/2021 3:54 PM"	"Raul Sosa"	"Closed"
"2/4/2021 9:49 AM"	4839180	"Pemberton Township Schools"	"Genesis"			"Custom Staff DataLink query using wrong phone number from Genesis"	"2/23/2021 9:53 AM"	"2/4/2021 9:49 AM"	"2/5/2021 8:42 AM"	"Raul Sosa"	"Closed"
"2/5/2021 5:12 PM"	4840732	"Uplift Education"	"PowerSchool"			"change to DataLink query to add new attendance code only works with manual send not scheduled query/transfer"	"3/11/2021 10:48 AM"	"2/5/2021 5:12 PM"	"2/9/2021 10:33 AM"	"Raul Sosa"	"Closed"
"2/11/2021 8:35 AM"	4844603	"Octorara Area School District"	"PowerSchool"			"Missing Parent Accounts"	"2/20/2021 1:17 PM"	"2/11/2021 8:35 AM"	"2/20/2021 1:17 PM"	"Raul Sosa"	"Closed"
"4/3/2021 6:39 PM"	4879566	"HMONG COLLEGE PREP ACADEMY"	"PowerSchool-API"			"Fw: Blackboard Data Import Alert"	"5/7/2021 3:17 PM"	"4/5/2021 8:15 AM"	"4/7/2021 3:04 PM"	"Raul Sosa"	"Closed"
"3/31/2021 12:24 PM"	4878092	"Santa Ana Unified School District"	"Aeries"			"Datalink"	"4/30/2021 4:47 PM"	"3/31/2021 12:24 PM"	"3/31/2021 4:34 PM"	"Raul Sosa"	"Closed"
"3/11/2021 8:37 AM"	4865270	"HMONG COLLEGE PREP ACADEMY"	"PowerSchool-API"			"Blackboard Data Import Alerts"	"4/15/2021 12:03 PM"	"3/11/2021 8:40 AM"	"3/16/2021 11:56 AM"	"Raul Sosa"	"Closed"
"2/16/2021 2:24 PM"	4847839	"Hillsborough City Elementary School District"	"PowerSchool-API"			"list of users by homeroom teacher"	"3/28/2021 2:18 PM"	"2/16/2021 2:24 PM"	"2/26/2021 1:07 PM"	"Raul Sosa"	"Closed"
"2/19/2021 1:49 PM"	4850527	"Kershaw County School District"	"PowerSchool"			"Preferred Language"	"2/26/2021 1:03 PM"	"2/19/2021 2:26 PM"	"2/26/2021 12:17 PM"	"Raul Sosa"	"Closed"
"4/9/2021 2:34 PM"	4882921	"San Marcos Cons Ind Sch Dist"	"eSchoolPLUS"			"Need a change in uploaded data"	"5/14/2021 3:26 PM"	"4/9/2021 4:29 PM"	"5/14/2021 3:25 PM"	"Raul Sosa"	"Closed"
"4/7/2021 12:07 PM"	4881418	"Escondido Union High School District"	"Synergy"			"Next Year Student/Parents"	"5/6/2021 6:35 PM"	"4/7/2021 12:07 PM"	"5/6/2021 4:01 PM"	"Raul Sosa"	"Closed"
"4/12/2021 2:46 PM"	4883799	"Woodstock Academy"	"PowerSchool-API"			"New Fields for PowerSchool Plug In"	"4/21/2021 2:50 PM"	"4/12/2021 3:23 PM"	"4/21/2021 2:50 PM"	"Raul Sosa"	"Closed"
"2/24/2021 8:27 AM"	4853303	"Brownsburg Community Schools"	"PowerSchool-API"			"Staff Files Not Imported"	"2/25/2021 2:02 PM"	"2/24/2021 8:27 AM"	"2/25/2021 12:47 PM"	"Raul Sosa"	"Closed"
"2/24/2021 11:59 AM"	4853602	"Brownsburg Community Schools"	"PowerSchool-API"			"Missing Classes"	"3/27/2021 11:47 AM"	"2/24/2021 11:59 AM"	"2/25/2021 10:47 AM"	"Raul Sosa"	"Closed"
"2/26/2021 9:05 AM"	4855452	"East Brunswick Public Sch Dist"	"Genesis"			"Parent information missing"	"4/3/2021 2:17 PM"	"2/26/2021 10:54 AM"	"3/4/2021 1:11 PM"	"Raul Sosa"	"Closed"
"3/2/2021 3:56 PM"	4858308	"East Brunswick Public Sch Dist"	"Genesis"			"Staff Information Not Correct"	"3/14/2021 2:17 PM"	"3/2/2021 4:37 PM"	"3/14/2021 2:17 PM"	"Raul Sosa"	"Closed"
"3/4/2021 4:54 PM"	4860311	"School District 49"	"PowerSchool-API"			"Classes not all showing up"	"3/10/2021 1:04 PM"	"3/4/2021 5:02 PM"	"3/10/2021 12:58 PM"	"Raul Sosa"	"Closed"
"4/30/2021 1:34 PM"	4894984	"School District 49"	"PowerSchool-API"			"Teacher's classes not showing up in ParentLink"	"5/14/2021 10:03 AM"	"4/30/2021 2:22 PM"	"5/14/2021 10:03 AM"	"Raul Sosa"	"Closed"
"5/3/2021 12:56 PM"	4895866	"Rogue River School District 35"	"Tyler SIS"			"Parents missing in Bb Comms"	"6/9/2021 2:03 PM"	"5/3/2021 12:56 PM"	"5/10/2021 1:52 PM"	"Raul Sosa"	"Closed"
"5/17/2021 10:49 AM"	4904559	"School District 49"	"PowerSchool-API"			"Teacher/Class not listed (not a group) in ParentLink"	"6/6/2021 4:17 PM"	"5/17/2021 12:01 PM"	"6/6/2021 4:17 PM"	"Raul Sosa"	"Closed"
"6/2/2021 8:04 PM"	4915355	"Santa Cruz City Schools"	"Illuminate"			"Datalink Date Parameter"	"6/12/2021 12:33 PM"	"6/2/2021 8:04 PM"	"6/12/2021 12:33 PM"	"Raul Sosa"	"Closed"
"6/3/2021 11:16 AM"	4915745	"Los Angeles Unified School District"	"Other"			"FW: Failed Connection"	"6/11/2021 4:58 PM"	"6/3/2021 11:18 AM"	"6/11/2021 4:58 PM"	"Raul Sosa"	"Closed"
"6/7/2021 12:28 PM"	4917661	"School District of Palm Beach County"	"Aeries"			"Managing summer school students/parents"	"6/24/2021 9:44 AM"	"6/7/2021 1:11 PM"	"6/24/2021 9:23 AM"	"Raul Sosa"	"Closed"
"6/10/2021 9:51 AM"	4920292	"Liberty School District 53"	"PowerSchool"			"Parent contact"	"6/17/2021 4:50 PM"	"6/10/2021 10:39 AM"	"6/17/2021 4:50 PM"	"Raul Sosa"	"Closed"
"6/15/2021 1:36 PM"	4923131	"North Monterey County Unified School District"	"Illuminate"			"Student accounts"	"6/16/2021 4:50 PM"	"6/15/2021 1:36 PM"	"6/16/2021 4:50 PM"	"Raul Sosa"	"Closed"
"3/12/2021 5:33 PM"	4866620	"Community Unit School District No. 308"	"eSchoolPLUS"			"bus group members are not importing correctly"	"3/24/2021 10:48 AM"	"3/12/2021 5:33 PM"	"3/24/2021 10:47 AM"	"Raul Sosa"	"Closed"
"5/28/2021 5:28 PM"	4912752	"Aiken Co School District"	"PowerSchool-API"			"Parent accounts"	"6/9/2021 9:17 AM"	"5/28/2021 5:28 PM"	"6/9/2021 9:17 AM"	"Raul Sosa"	"Closed"
"6/17/2021 4:51 PM"	4925082	"Phoenix-Talent School Dist 4"	"PowerSchool-API"			"PowerSchool Plugin Implimentation"	"6/29/2021 2:58 PM"	"6/17/2021 4:51 PM"		"Raul Sosa"	"Needs Attention"
"6/24/2021 8:06 AM"	4928839	"School District of Palm Beach County"	"Aeries"			"Change To Staff Import For Principal Accounts"	"6/29/2021 11:58 AM"	"6/24/2021 8:06 AM"		"Raul Sosa"	"Needs Attention"
"6/8/2021 5:07 PM"	4918948	"Community Unit School District No. 308"	"eSchoolPLUS"			"Bus Group"	"6/10/2021 2:53 PM"	"6/8/2021 5:07 PM"	"6/10/2021 2:53 PM"	"Raul Sosa"	"Solution Suggested"
"3/18/2021 12:05 PM"	4870245	"San Juan Unified School District"	"Zangle (Q)"			"automated absence messaging"	"4/8/2021 4:42 PM"	"3/18/2021 12:44 PM"	"4/8/2021 4:41 PM"	"Sergio Leyes"	"Closed"
"5/12/2021 9:08 AM"	4901748	"Pottsgrove School District"	"PowerSchool-API"			"PowerSchool Plugin Did Not Generate Parent Data File"	"5/24/2021 1:46 PM"	"5/12/2021 9:08 AM"	"5/24/2021 1:07 PM"	"Sergio Leyes"	"Closed"
"11/4/2020 1:50 PM"	4774325	"Rye City School District"	"PowerSchool-API"			"Show classes in PL"	"11/6/2020 3:24 PM"	"11/4/2020 1:50 PM"	"11/6/2020 3:22 PM"	"Sergio Leyes"	"Closed"
"11/11/2020 4:14 PM"	4780808	"Richland School District Two"	"PowerSchool"			"Grades in the app"	"11/20/2020 1:56 PM"	"11/17/2020 11:34 AM"	"11/18/2020 3:13 PM"	"Sergio Leyes"	"Closed"
"11/11/2020 1:24 PM"	4780622	"Community Consolidated School District 93"	"PowerSchool-API"			"Classes not showing for teacher accounts"	"12/24/2020 7:47 AM"	"11/11/2020 1:24 PM"	"11/24/2020 7:32 AM"	"Sergio Leyes"	"Closed"
"11/11/2020 11:10 AM"	4780455	"Jamestown City School District"	"PowerSchool"			"Parent Preferred Language Different than Student"	"12/18/2020 7:17 AM"	"11/11/2020 2:38 PM"	"11/18/2020 7:07 AM"	"Sergio Leyes"	"Closed"
"12/1/2020 2:27 PM"	4795103	"Essex Westford School District 51"	"PowerSchool"			"Datalink is not connecting to us."	"1/8/2021 12:32 PM"	"12/1/2020 2:28 PM"	"12/9/2020 12:29 PM"	"Sergio Leyes"	"Closed"
"12/7/2020 8:19 AM"	4799017	"Folsom Cordova Unified School District"	"PowerSchool"			"Creating an automated message"	"4/16/2021 10:33 AM"	"12/7/2020 8:19 AM"	"3/17/2021 10:23 AM"	"Sergio Leyes"	"Closed"
"12/9/2020 9:11 PM"	4802235	"Placentia-Yorba Linda USD"	"Aeries"			"Classes are not showing for teachers at Ruby Drive Elementary"	"12/14/2020 10:35 AM"	"12/9/2020 9:32 PM"	"12/14/2020 10:35 AM"	"Sergio Leyes"	"Closed"
"12/10/2020 2:29 PM"	4803037	"Centralia School District 401"				"an inquiry about how teacher enrollment files are generated from Skyward; inquiry about newly added attendance code"	"12/20/2020 10:18 AM"	"12/10/2020 2:31 PM"	"12/20/2020 10:18 AM"	"Sergio Leyes"	"Closed"
"12/11/2020 1:12 PM"	4803973	"Medina Central School District"	"eSchoolData"			"Medina MS Attendance Call"	"1/4/2021 9:55 AM"	"12/11/2020 3:15 PM"	"12/29/2020 4:15 PM"	"Sergio Leyes"	"Closed"
"12/11/2020 11:55 AM"	4803853	"East Ramapo Central School District"	"eSchoolData"			"East Ramapo CSD: Automated Attendance Notifications Not Occurring"	"6/29/2021 8:51 AM"	"12/11/2020 3:11 PM"	"6/28/2021 2:09 PM"	"Sergio Leyes"	"Closed"
"12/15/2020 2:07 PM"	4806507	"Coxsackie Athens Central Sd"	"eSchoolData"			"Unable to Save Datalink Query"	"12/25/2020 10:33 AM"	"12/15/2020 2:11 PM"	"12/25/2020 10:32 AM"	"Sergio Leyes"	"Closed"
"12/16/2020 1:33 PM"	4807626	"Spokane Public Schools"	"PowerSchool-API"			"Staff data is loaded into the wrong fields for many staff members"	"12/31/2020 7:47 AM"	"12/16/2020 4:31 PM"	"12/31/2020 7:47 AM"	"Sergio Leyes"	"Closed"
"12/18/2020 9:09 AM"	4809216	"Pitman School District"	"PowerSchool-API"			"Missing Students"	"2/3/2021 10:33 AM"	"12/18/2020 9:27 AM"	"2/3/2021 10:33 AM"	"Sergio Leyes"	"Closed"
"12/21/2020 9:21 AM"	4810332	"Coxsackie Athens Central Sd"	"eSchoolData"			"Attendance is not working. Parents are not getting the attendance since last week."	"12/31/2020 1:47 PM"	"12/21/2020 11:06 AM"	"12/31/2020 1:47 PM"	"Sergio Leyes"	"Closed"
"12/29/2020 4:02 PM"	4813748	"Medina Central School District"	"eSchoolData"			"Demographics (Students/parents) not updating."	"1/14/2021 12:47 PM"		"1/14/2021 9:59 AM"	"Sergio Leyes"	"Closed"
"1/19/2021 2:36 PM"	4826078	"Walnut Creek School District"	"Aeries"			"Classes"	"2/4/2021 2:03 PM"	"1/19/2021 2:36 PM"	"2/4/2021 2:03 PM"	"Sergio Leyes"	"Closed"
"1/19/2021 7:08 PM"	4826617	"Sonoma Valley Unified Sch Dist"	"PowerSchool-API"			"There are no classes listed in the Message Recipients"	"1/29/2021 4:33 PM"	"1/19/2021 7:08 PM"	"1/29/2021 4:32 PM"	"Sergio Leyes"	"Closed"
"2/16/2021 10:31 AM"	4847565	"Richland School District Two"	"PowerSchool"			"Classes"	"3/5/2021 12:18 PM"	"2/16/2021 10:31 AM"	"3/5/2021 12:18 PM"	"Sergio Leyes"	"Closed"
"1/28/2021 12:35 PM"	4833729	"Johnson City Ind Sch District"	"TxEIS"			"Data Sync"	"2/5/2021 7:10 AM"	"1/28/2021 2:06 PM"	"2/5/2021 7:10 AM"	"Sergio Leyes"	"Closed"
"2/1/2021 11:24 AM"	4835953	"American Leadership Academy"	"PowerSchool-API"			"Account Issues"	"2/13/2021 10:18 AM"	"2/1/2021 11:24 AM"	"2/13/2021 10:18 AM"	"Sergio Leyes"	"Closed"
"2/1/2021 1:42 PM"	4836166	"Pasadena USD"	"Aeries"			"Wrong class for Beltran"	"2/9/2021 1:04 PM"	"2/1/2021 2:45 PM"	"2/9/2021 1:04 PM"	"Sergio Leyes"	"Closed"
"2/5/2021 10:34 AM"	4840232	"Northern Lehigh School District"	"PowerSchool-API"			"Northern Lehigh School District - Mass Notifications Request"	"2/10/2021 3:59 PM"	"2/5/2021 11:29 AM"	"2/10/2021 3:56 PM"	"Sergio Leyes"	"Closed"
"2/10/2021 10:56 AM"	4843620	"Muncy School District"	"PowerSchool-API"			"Missing Student and Parent Accounts"	"2/20/2021 12:47 PM"	"2/10/2021 10:56 AM"	"2/20/2021 12:47 PM"	"Sergio Leyes"	"Closed"
"2/9/2021 2:08 PM"	4842747	"Little Rock School District"	"eSchoolPLUS"			"Missing Parent Accounts"	"3/27/2021 10:32 AM"	"2/9/2021 2:08 PM"	"2/25/2021 9:21 AM"	"Sergio Leyes"	"Closed"
"3/31/2021 10:28 AM"	4877954	"Auburn City Schools"	"InformationNow-API"			"Account's missing"	"4/8/2021 11:26 AM"	"3/31/2021 10:28 AM"	"4/8/2021 11:25 AM"	"Sergio Leyes"	"Closed"
"2/17/2021 1:42 PM"	4848778	"New London Public Sch District"	"PowerSchool-API"			"Request to resync data"	"3/27/2021 10:17 AM"	"2/17/2021 2:02 PM"	"2/25/2021 9:15 AM"	"Sergio Leyes"	"Closed"
"4/15/2021 8:25 AM"	4885827	"Marietta City School District"	"Aspen Follett (MSSQL)"			"Marietta city Schools"	"5/3/2021 7:36 AM"	"4/15/2021 8:26 AM"	"4/30/2021 5:13 PM"	"Sergio Leyes"	"Closed"
"2/24/2021 4:02 PM"	4853874	"Simi Valley Unified School District"	"Aeries"			"Library Balance"	"3/2/2021 10:24 AM"	"2/24/2021 4:02 PM"	"3/2/2021 10:23 AM"	"Sergio Leyes"	"Closed"
"3/3/2021 10:34 AM"	4858908	"East Rockaway Union Free School District"	"Infinite Campus"			"Employee Role"	"3/24/2021 4:18 PM"	"3/3/2021 11:09 AM"	"3/24/2021 4:18 PM"	"Sergio Leyes"	"Closed"
"3/5/2021 1:05 PM"	4860964	"Folsom Cordova Unified School District"	"PowerSchool"			"Transportation data not updated"	"4/30/2021 2:33 PM"	"3/5/2021 1:05 PM"	"4/30/2021 2:32 PM"	"Sergio Leyes"	"Closed"
"3/9/2021 11:25 AM"	4863522	"Worthington City Schools"	"Infinite Campus"			"Worthington Schools Additional Data with Sync"	"5/13/2021 1:51 PM"	"3/9/2021 12:14 PM"	"5/13/2021 1:50 PM"	"Sergio Leyes"	"Closed"
